z,pdf,index,obs,chain,sample,y
-3.4053661230164427,0.0008288134303634909,9691,59,2,32,-3.033333333333333
-3.3823253514886322,0.0009124657109448466,9692,60,2,32,-2.9999999999999996
-3.358860534118291,0.0010061336077169878,9693,61,2,32,-2.966666666666667
-3.334948441245792,0.001111159010666658,9694,62,2,32,-2.9333333333333336
-3.310565305324114,0.0012290891607095468,9695,63,2,32,-2.9000000000000004
-3.2856817315244675,0.0013617114097650383,9696,64,2,32,-2.8666666666666663
-3.260280593455548,0.0015110169596090695,9697,65,2,32,-2.8333333333333335
-3.2343386614577283,0.001679324215728949,9698,66,2,32,-2.8
-3.20783192669526,0.001869311184324844,9699,67,2,32,-2.7666666666666666
-3.1807302297234625,0.0020840920696479142,9700,68,2,32,-2.7333333333333334
-3.1530225696648375,0.00232538263437227,9701,69,2,32,-2.7
-3.124737580004777,0.0025912987922926123,9702,70,2,32,-2.666666666666666
-3.0959327150178497,0.0028831798815203667,9703,71,2,32,-2.6333333333333333
-3.066656260691163,0.003202825629852359,9704,72,2,32,-2.6
-3.036972580596882,0.003551731951808505,9705,73,2,32,-2.5666666666666664
-3.0069380513667627,0.003931305945846075,9706,74,2,32,-2.533333333333333
-2.9766136984607927,0.004342591519291802,9707,75,2,32,-2.5
-2.946044655743923,0.004786712817958934,9708,76,2,32,-2.466666666666667
-2.9152953494273093,0.005264161187588921,9709,77,2,32,-2.433333333333333
-2.8844221561427084,0.005775088110918369,9710,78,2,32,-2.4
-2.853488626496576,0.00631890152964322,9711,79,2,32,-2.3666666666666667
-2.8225378709051023,0.0068949439148857225,9712,80,2,32,-2.333333333333333
-2.791633813881733,0.007501521755417222,9713,81,2,32,-2.3
-2.7608328320582287,0.008136280907326567,9714,82,2,32,-2.2666666666666666
-2.7302004368508155,0.008795690961051837,9715,83,2,32,-2.233333333333333
-2.699778843900315,0.009476013153942864,9716,84,2,32,-2.2
-2.669630911685769,0.010172147426379789,9717,85,2,32,-2.1666666666666665
-2.639813016838934,0.01087806060873014,9718,86,2,32,-2.133333333333333
-2.610383717587666,0.011602013352852728,9719,87,2,32,-2.0999999999999996
-2.581265467325984,0.012407631973063951,9720,88,2,32,-2.066666666666667
-2.552319546312742,0.013318550753821105,9721,89,2,32,-2.033333333333333
-2.5234006161535514,0.014355750780228492,9722,90,2,32,-1.9999999999999998
-2.494368253053937,0.015543676405209872,9723,91,2,32,-1.9666666666666668
-2.465060851902592,0.016910808351044186,9724,92,2,32,-1.9333333333333336
-2.43534067379463,0.01848863908470274,9725,93,2,32,-1.8999999999999997
-2.405062380335666,0.02031470729612082,9726,94,2,32,-1.8666666666666667
-2.3740823473838994,0.022433395941410784,9727,95,2,32,-1.8333333333333335
-2.3422375673485694,0.02489775358844408,9728,96,2,32,-1.7999999999999996
-2.3093949041515716,0.02776734642132313,9729,97,2,32,-1.7666666666666666
-2.275409019398514,0.03111427877555176,9730,98,2,32,-1.7333333333333334
-2.2401345434546465,0.03502456876886254,9731,99,2,32,-1.6999999999999997
-2.203404156541015,0.03960280293774847,9732,100,2,32,-1.6666666666666665
-2.1650907802606585,0.04496742017231729,9733,101,2,32,-1.6333333333333333
-2.125049076219188,0.0512624508170034,9734,102,2,32,-1.6
-2.08313338414327,0.058659684048484505,9735,103,2,32,-1.5666666666666664
-2.039169162357017,0.06736909078942842,9736,104,2,32,-1.5333333333333332
-1.9930464440168651,0.07754287826360078,9737,105,2,32,-1.5
-1.9448035966550214,0.08893238425537073,9738,106,2,32,-1.4666666666666663
-1.8946493025394902,0.10152709474750168,9739,107,2,32,-1.4333333333333333
-1.8427669892935972,0.11536628000485614,9740,108,2,32,-1.4
-1.7893979610383326,0.13045228854656102,9741,109,2,32,-1.3666666666666663
-1.7347541123734282,0.14675355570516957,9742,110,2,32,-1.3333333333333333
-1.6790574856415417,0.16419039685068146,9743,111,2,32,-1.3000000000000003
-1.6224916466553263,0.18264477696324935,9744,112,2,32,-1.2666666666666662
-1.565292142162874,0.20194112064828107,9745,113,2,32,-1.2333333333333332
-1.5076708667639112,0.22185038557459788,9746,114,2,32,-1.2000000000000002
-1.449853360894885,0.24208174036720553,9747,115,2,32,-1.1666666666666667
-1.3920275707373546,0.26229981833506194,9748,116,2,32,-1.133333333333333
-1.334421164576718,0.28212602267445513,9749,117,2,32,-1.1
-1.277246037012704,0.30114027853464104,9750,118,2,32,-1.0666666666666669
-1.2207291054857514,0.3188880545281216,9751,119,2,32,-1.033333333333333
-1.1650669387259112,0.33489881124628723,9752,120,2,32,-0.9999999999999999
-1.1104772054660954,0.3487226520504956,9753,121,2,32,-0.9666666666666668
-1.0571718003060322,0.35991275761136093,9754,122,2,32,-0.9333333333333331
-1.0053730875029971,0.36824057533956567,9755,123,2,32,-0.9
-0.9551574342656556,0.3750660461546436,9756,124,2,32,-0.8666666666666669
-0.9064452449922417,0.38081652641605956,9757,125,2,32,-0.8333333333333328
-0.859154775414263,0.3855886074295364,9758,126,2,32,-0.7999999999999997
-0.8132156552929569,0.3894872538742565,9759,127,2,32,-0.7666666666666666
-0.7685392778726142,0.3926306498685723,9760,128,2,32,-0.733333333333333
-0.7250372767107462,0.395129069442145,9761,129,2,32,-0.6999999999999998
-0.682627907538858,0.39709757849930727,9762,130,2,32,-0.6666666666666667
-0.6412294260884538,0.3986498072141758,9763,131,2,32,-0.6333333333333336
-0.600781028508811,0.3999043186309867,9764,132,2,32,-0.5999999999999995
-0.5611684758118074,0.4009607270297668,9765,133,2,32,-0.5666666666666664
-0.5223194673993278,0.4019186644513153,9766,134,2,32,-0.5333333333333333
-0.48415225900287845,0.40287164788577534,9767,135,2,32,-0.49999999999999967
-0.4466005458572359,0.4039158587184946,9768,136,2,32,-0.46666666666666656
-0.40955670197841615,0.40512181624310056,9769,137,2,32,-0.43333333333333346
-0.37294731467866554,0.4065587463086217,9770,138,2,32,-0.3999999999999998
-0.3366906396894901,0.40828838718977317,9771,139,2,32,-0.3666666666666667
-0.30071568960087897,0.4103742168653485,9772,140,2,32,-0.33333333333333315
-0.26492055625899813,0.4127885615533656,9773,141,2,32,-0.2999999999999995
-0.2292657144824022,0.41480397567880134,9774,142,2,32,-0.2666666666666664
-0.1937554910221611,0.41617173824759573,9775,143,2,32,-0.23333333333333328
-0.15840931544162576,0.4168882967046467,9776,144,2,32,-0.20000000000000018
-0.1232186096686696,0.41695646824238314,9777,145,2,32,-0.16666666666666652
-0.08820062385760964,0.4163811587875582,9778,146,2,32,-0.13333333333333341
-0.05336464529128376,0.4151705586220573,9779,147,2,32,-0.09999999999999987
-0.018730196884808665,0.41333540539467806,9780,148,2,32,-0.06666666666666621
0.01571098750608551,0.410890207167481,9781,149,2,32,-0.033333333333333104
0.04994206300670671,0.407853114597813,9782,150,2,32,2.7755575615628914e-16
0.08395374233421302,0.4042442367803231,9783,151,2,32,0.03333333333333338
0.11772650218850984,0.4000862380190058,9784,152,2,32,0.06666666666666676
0.15126811085243982,0.39540263720921137,9785,153,2,32,0.09999999999999987
0.18456222169771472,0.39022159806118617,9786,154,2,32,0.13333333333333325
0.21759954744149576,0.3845716710609249,9787,155,2,32,0.16666666666666707
0.25036065736550156,0.37848361333176367,9788,156,2,32,0.20000000000000018
0.28285263595756155,0.37198618039414677,9789,157,2,32,0.23333333333333356
0.315059727802587,0.3651132818238655,9790,158,2,32,0.26666666666666694
0.34697266145866745,0.35789977411413954,9791,159,2,32,0.30000000000000004
0.3785741805949921,0.3504282846903145,9792,160,2,32,0.3333333333333334
0.4098765018052822,0.3427474387276315,9793,161,2,32,0.36666666666666653
0.44087095838169427,0.33488806837045954,9794,162,2,32,0.40000000000000036
0.47155467679566876,0.32687857259765507,9795,163,2,32,0.43333333333333374
0.5019153305799587,0.318748576449088,9796,164,2,32,0.46666666666666684
0.5319646205502181,0.31052086157730446,9797,165,2,32,0.5000000000000002
0.5616944775780507,0.3022227431318293,9798,166,2,32,0.5333333333333333
0.5911020281348981,0.2938786053625089,9799,167,2,32,0.5666666666666667
0.6201754178184518,0.2855137952946041,9800,168,2,32,0.6000000000000001
0.6489252490356155,0.2771463403670448,9801,169,2,32,0.6333333333333332
0.6773440790018073,0.2687986308137287,9802,170,2,32,0.666666666666667
0.7054290341884658,0.26048995661202834,9803,171,2,32,0.7000000000000004
0.7331687610225756,0.2522404145391047,9804,172,2,32,0.7333333333333335
0.7605727059735844,0.24406281300056576,9805,173,2,32,0.7666666666666668
0.7876340813650714,0.2359740800838193,9806,174,2,32,0.8
0.8143500136684785,0.22798813913499996,9807,175,2,32,0.8333333333333334
0.8407096789044414,0.22011965308240797,9808,176,2,32,0.8666666666666667
0.8667214141102373,0.21238573271027156,9809,177,2,32,0.9000000000000004
0.8923976054981461,0.2051584431645726,9810,178,2,32,0.9333333333333337
0.9178014580758158,0.1986319293337543,9811,179,2,32,0.9666666666666668
0.9429979699583433,0.192764134706648,9812,180,2,32,1.0000000000000002
0.9680710376797984,0.1875088075616807,9813,181,2,32,1.0333333333333337
0.9930880425549545,0.18281556495605072,9814,182,2,32,1.0666666666666667
1.0181204613963053,0.17863806183397712,9815,183,2,32,1.1
1.0432343915106748,0.1749322009252239,9816,184,2,32,1.1333333333333333
1.0685153686169597,0.17165208646054791,9817,185,2,32,1.166666666666667
1.0940280356533811,0.16874634157801272,9818,186,2,32,1.2000000000000004
1.1198438694324317,0.16616732639663556,9819,187,2,32,1.2333333333333334
1.1460293509613877,0.16386847028453183,9820,188,2,32,1.2666666666666668
1.17267308612652,0.16180271093696663,9821,189,2,32,1.3000000000000003
1.1998362639982239,0.1599173825973277,9822,190,2,32,1.3333333333333333
1.2275903613889931,0.15816319653211675,9823,191,2,32,1.3666666666666667
1.2560015275152785,0.15649154881109067,9824,192,2,32,1.4000000000000004
1.285162869413278,0.1548541398182731,9825,193,2,32,1.4333333333333336
1.3151314067942836,0.1531989166779119,9826,194,2,32,1.466666666666667
1.3459786027506728,0.15147511083703255,9827,195,2,32,1.5
1.377742913085081,0.14929125628201947,9828,196,2,32,1.5333333333333334
1.4104003386720754,0.14637429409024488,9829,197,2,32,1.5666666666666669
1.443861680581417,0.14280478297081486,9830,198,2,32,1.6
1.4780569036366016,0.1386603493355471,9831,199,2,32,1.6333333333333333
1.5129079451454182,0.13402093408195642,9832,200,2,32,1.666666666666667
1.5483679017901033,0.12895886603916332,9833,201,2,32,1.7000000000000002
1.5843498257476063,0.12355885395109392,9834,202,2,32,1.7333333333333336
1.6207836818414212,0.11789690500488263,9835,203,2,32,1.7666666666666668
1.6575994348950436,0.11204593128174237,9836,204,2,32,1.8000000000000003
1.6947215471472903,0.10607300505651682,9837,205,2,32,1.8333333333333335
1.7320924969475489,0.10004340765321285,9838,206,2,32,1.8666666666666667
1.76963342987459,0.0940174583212376,9839,207,2,32,1.9
1.8072743107519091,0.08804820328471295,9840,208,2,32,1.9333333333333336
1.8449357509823476,0.08218209554920829,9841,209,2,32,1.966666666666667
1.88256417041996,0.07645931251858741,9842,210,2,32,2.0000000000000004
1.9200806239748225,0.07091584407991833,9843,211,2,32,2.033333333333333
1.9574150764704332,0.0655799652256151,9844,212,2,32,2.066666666666667
1.9944849970833387,0.06047460344702607,9845,213,2,32,2.1
2.031254526926004,0.05568413726666325,9846,214,2,32,2.1333333333333333
2.0677282549690723,0.0512781830570242,9847,215,2,32,2.166666666666667
2.103939547481327,0.04722527771115744,9848,216,2,32,2.2
2.139911147460633,0.04349721377139669,9849,217,2,32,2.2333333333333334
2.1756958464776903,0.04006426132285065,9850,218,2,32,2.266666666666667
2.211319123505563,0.036902131350654066,9851,219,2,32,2.3000000000000003
2.246814362401814,0.033987892160928124,9852,220,2,32,2.3333333333333335
2.282205968919831,0.03130152548156717,9853,221,2,32,2.3666666666666667
2.3175452014884113,0.028822249136665035,9854,222,2,32,2.4
2.352857409467002,0.026533115135592384,9855,223,2,32,2.4333333333333336
2.3881759767131663,0.024418197725221892,9856,224,2,32,2.466666666666667
2.4235266375594757,0.022463607348061743,9857,225,2,32,2.5000000000000004
2.458959785645494,0.02065507260216543,9858,226,2,32,2.5333333333333337
2.4945003065407163,0.018981019080444885,9859,227,2,32,2.566666666666667
2.5301815841027047,0.017430585317154898,9860,228,2,32,2.6
2.5660303470668944,0.015994304241663745,9861,229,2,32,2.6333333333333333
2.602096792636264,0.01466250630329203,9862,230,2,32,2.666666666666667
2.6384050084140327,0.013427427701339582,9863,231,2,32,2.7
2.6749826587314054,0.012275247910520776,9864,232,2,32,2.7333333333333334
2.711815613747275,0.011192158368832101,9865,233,2,32,2.766666666666667
2.7488985632934138,0.010177313011457155,9866,234,2,32,2.8000000000000003
2.7861995872519185,0.009230397479410055,9867,235,2,32,2.8333333333333335
2.823696913264962,0.008350186612601156,9868,236,2,32,2.8666666666666667
2.8613609815413614,0.007535103987658512,9869,237,2,32,2.9
2.8991872315156177,0.006782685011312677,9870,238,2,32,2.9333333333333336
2.937143904310124,0.006090738301626748,9871,239,2,32,2.966666666666667
2.9752092275670465,0.0054565509077486325,9872,240,2,32,3.0
3.013352851728093,0.004877316621981994,9873,241,2,32,3.0333333333333337
3.0515706268107365,0.004349721868597825,9874,242,2,32,3.066666666666667
3.089831173121504,0.0038708012921382564,9875,243,2,32,3.1
3.1281127183025723,0.0034373771750524024,9876,244,2,32,3.1333333333333333
3.1663843409723875,0.0030463565504437323,9877,245,2,32,3.1666666666666665
3.2046418658436777,0.0026944302292116317,9878,246,2,32,3.2
3.242854510350975,0.002378653627955274,9879,247,2,32,3.2333333333333334
3.281000502136452,0.002096069530732238,9880,248,2,32,3.2666666666666666
3.319048565939155,0.0018438954665894894,9881,249,2,32,3.3000000000000007
3.3569959601943102,0.0016196143307797973,9882,250,2,32,3.333333333333334
3.39482990755413,0.0014211933190161994,9883,251,2,32,3.366666666666667
3.4325536277091158,0.0012458673224339286,9884,252,2,32,3.4000000000000004
3.470161130226065,0.0010911456442980324,9885,253,2,32,3.4333333333333336
3.5076729421744006,0.0009546854502000029,9886,254,2,32,3.4666666666666672
3.545084502604199,0.0008344810084799504,9887,255,2,32,3.5000000000000004
3.5823991083693816,0.0007287041292389385,9888,256,2,32,3.5333333333333337
3.619610985824686,0.0006357393259803767,9889,257,2,32,3.566666666666667
3.656740405470733,0.0005540804453354525,9890,258,2,32,3.6
3.6937828461384625,0.0004824405856940131,9891,259,2,32,3.6333333333333333
3.730741604681793,0.0004196538681170418,9892,260,2,32,3.6666666666666665
3.767611091241509,0.0003646941120283825,9893,261,2,32,3.6999999999999997
3.804411385753221,0.00031661220154378077,9894,262,2,32,3.733333333333333
3.841137973826833,0.00027459889838507583,9895,263,2,32,3.7666666666666666
3.8777941523162625,0.00023792516573354751,9896,264,2,32,3.8000000000000007
3.914374482146451,0.00020595175416666207,9897,265,2,32,3.833333333333334
3.950898918691781,0.0001780917266977332,9898,266,2,32,3.866666666666667
3.987362921339225,0.00015384577351057016,9899,267,2,32,3.9000000000000004
4.023753435535461,0.00013266260204185137,9900,268,2,32,3.9333333333333336
4.060048525784989,0.00011423860706466327,9901,269,2,32,3.966666666666667
4.096241314327388,9.828420078217127e-05,9902,270,2,32,4.0
4.132331801162653,8.448230411825243e-05,9903,271,2,32,4.033333333333333
4.168319986290793,7.2554408913689e-05,9904,272,2,32,4.066666666666666
4.204205869711803,6.22562076803235e-05,9905,273,2,32,4.1000000000000005
4.239989451425677,5.337367104839631e-05,9906,274,2,32,4.133333333333334
4.2756707314324265,4.571953396872953e-05,9907,275,2,32,4.166666666666667
4.311249709732043,3.9130154100243647e-05,9908,276,2,32,4.2
4.346726386324528,3.346270819796895e-05,9909,277,2,32,4.233333333333333
4.3821007612098875,2.859269468415549e-05,9910,278,2,32,4.266666666666667
4.417372834388118,2.4411712907964464e-05,9911,279,2,32,4.300000000000001
4.452542605859213,2.0825491855958944e-05,9912,280,2,32,4.333333333333334
4.487610075623181,1.7752143249198655e-05,9913,281,2,32,4.366666666666667
4.522575243680015,1.5120616040419138e-05,9914,282,2,32,4.4
4.557438110029723,1.2869331297371e-05,9915,283,2,32,4.433333333333334
4.5921986746723,1.0944978319921485e-05,9916,284,2,32,4.466666666666667
4.626856937607747,9.301454585479024e-06,9917,285,2,32,4.5
4.66141289883606,7.898933748551437e-06,9918,286,2,32,4.533333333333333
4.695866558357248,6.70304743631821e-06,9919,287,2,32,4.566666666666666
4.730217916171307,5.684167985100279e-06,9920,288,2,32,4.6000000000000005
4.764466972278234,4.816780555733352e-06,9921,289,2,32,4.633333333333334
4.798613726678028,4.078934253255951e-06,9922,290,2,32,4.666666666666667
4.832659016667661,3.453078047945428e-06,9923,291,2,32,4.7
4.866665407197225,2.9280788166018645e-06,9924,292,2,32,4.733333333333333
4.900671797726789,2.4800297901520355e-06,9925,293,2,32,4.766666666666667
4.9346781882563535,2.0981126362086055e-06,9926,294,2,32,4.800000000000001
4.9686845787859175,1.772958083150806e-06,9927,295,2,32,4.833333333333334
5.002690969315481,1.4964627244962754e-06,9928,296,2,32,4.866666666666667
5.036697359845045,1.2616273805224316e-06,9929,297,2,32,4.9
5.070703750374609,1.0624147090389462e-06,9930,298,2,32,4.933333333333334
5.104710140904173,8.936239726449247e-07,9931,299,2,32,4.966666666666667
5.138716531433737,7.507810694434115e-07,9932,300,2,32,5.0
-4.836639856916319,3.3872556610479816e-06,9933,0,3,33,-5.0
-4.802633466386756,3.990507838216517e-06,9934,1,3,33,-4.966666666666667
-4.768627075857191,4.6957625290742805e-06,9935,2,3,33,-4.933333333333333
-4.734620685327628,5.519272674899308e-06,9936,3,3,33,-4.9
-4.700614294798064,6.479706606407742e-06,9937,4,3,33,-4.866666666666667
-4.666607904268499,7.598477822275539e-06,9938,5,3,33,-4.833333333333333
-4.632601513738936,8.900115144440962e-06,9939,6,3,33,-4.8
-4.598595123209372,1.041267748970475e-05,9940,7,3,33,-4.766666666666667
-4.564588732679808,1.2168217840415151e-05,9941,8,3,33,-4.733333333333333
-4.53066663415747,1.4033359573897588e-05,9942,9,3,33,-4.7
-4.497514824509317,1.5852111463230285e-05,9943,10,3,33,-4.666666666666667
-4.46528407504741,1.7799361053783293e-05,9944,11,3,33,-4.633333333333334
-4.433974385771746,1.98669830614986e-05,9945,12,3,33,-4.6
-4.4035857566823315,2.2043729602913532e-05,9946,13,3,33,-4.566666666666666
-4.374118187779162,2.4315103509441405e-05,9947,14,3,33,-4.533333333333333
-4.345571679062239,2.6663297775000247e-05,9948,15,3,33,-4.5
-4.317946230531563,2.9067208865693263e-05,9949,16,3,33,-4.466666666666667
-4.291241842187132,3.150252997548075e-05,9950,17,3,33,-4.433333333333334
-4.265458514028946,3.394192835879539e-05,9951,18,3,33,-4.3999999999999995
-4.240596246057006,3.635530866397917e-05,9952,19,3,33,-4.366666666666666
-4.216655038271315,3.871016179589563e-05,9953,20,3,33,-4.333333333333333
-4.193634890671868,4.097199632679785e-05,9954,21,3,33,-4.300000000000001
-4.17153580325867,4.3104846932438785e-05,9955,22,3,33,-4.266666666666667
-4.150357776031713,4.507185183965865e-05,9956,23,3,33,-4.233333333333333
-4.130100808991006,4.683588891629748e-05,9957,24,3,33,-4.2
-4.110764902136543,4.836025789537375e-05,9958,25,3,33,-4.166666666666666
-4.092350055468329,4.960939437772654e-05,9959,26,3,33,-4.133333333333333
-4.074856268986359,5.054959976696042e-05,9960,27,3,33,-4.1000000000000005
-4.058283542690634,5.1149770212312245e-05,9961,28,3,33,-4.066666666666666
-4.042631876581156,5.138210701103792e-05,9962,29,3,33,-4.033333333333333
-4.027901270657926,5.1222790779600525e-05,9963,30,3,33,-4.0
-4.014091724920942,5.0652602054852e-05,9964,31,3,33,-3.9666666666666663
-4.001203239370202,4.965747182956431e-05,9965,32,3,33,-3.933333333333333
-3.989214255298098,4.847716482174637e-05,9966,33,3,33,-3.9
-3.9780537698019685,4.71844868630868e-05,9967,34,3,33,-3.866666666666667
-3.9676620711939297,4.5811919710415436e-05,9968,35,3,33,-3.833333333333333
-3.957973163500156,4.440408415074262e-05,9969,36,3,33,-3.8
-3.9489259273125104,4.3006025078475756e-05,9970,37,3,33,-3.7666666666666666
-3.940463119588197,4.166313982542315e-05,9971,38,3,33,-3.7333333333333334
-3.9325218797812673,4.041956999269587e-05,9972,39,3,33,-3.7
-3.9250373751570873,3.931497005522631e-05,9973,40,3,33,-3.666666666666667
-3.917948486307525,3.838903169641863e-05,9974,41,3,33,-3.633333333333333
-3.911196463759023,3.768085626995759e-05,9975,42,3,33,-3.6
-3.904718178344755,3.722939563864551e-05,9976,43,3,33,-3.566666666666667
-3.8984505723817255,3.7067109256281176e-05,9977,44,3,33,-3.533333333333333
-3.892332526461802,3.7228752698450196e-05,9978,45,3,33,-3.5
-3.886304396493112,3.774971171524057e-05,9979,46,3,33,-3.466666666666667
-3.880301561063062,3.8669487374448476e-05,9980,47,3,33,-3.433333333333333
-3.8742633493527396,4.0020791713386087e-05,9981,48,3,33,-3.4
-3.8681286419540104,4.184324405117653e-05,9982,49,3,33,-3.3666666666666667
-3.8618375119755433,4.418029187481525e-05,9983,50,3,33,-3.3333333333333335
-3.8553255747067676,4.701127353345689e-05,9984,51,3,33,-3.3
-3.8485582031238637,5.0224324580205214e-05,9985,52,3,33,-3.2666666666666666
-3.8415059752955454,5.385149289580012e-05,9986,53,3,33,-3.2333333333333334
-3.8341410580077486,5.79332444413373e-05,9987,54,3,33,-3.1999999999999997
-3.826425932056654,6.252260440802226e-05,9988,55,3,33,-3.1666666666666665
-3.81833704901219,6.766879208168471e-05,9989,56,3,33,-3.1333333333333333
-3.809845028128003,7.343351331584042e-05,9990,57,3,33,-3.0999999999999996
-3.8009204886577317,7.988758384910939e-05,9991,58,3,33,-3.0666666666666664
-3.7915296350206757,8.711647089751042e-05,9992,59,3,33,-3.033333333333333
-3.7816445366940914,9.521245554055623e-05,9993,60,3,33,-2.9999999999999996
-3.771238018933471,0.00010428219749288442,9994,61,3,33,-2.966666666666667
-3.7602807009924573,0.00011445082010434872,9995,62,3,33,-2.9333333333333336
-3.7487381624213008,0.00012586798248376537,9996,63,3,33,-2.9000000000000004
-3.736582144992033,0.00013870110739765175,9997,64,3,33,-2.8666666666666663
-3.7237864265344194,0.00015314220969749688,9998,65,3,33,-2.8333333333333335
-3.7103216263021,0.00016941804387333927,9999,66,3,33,-2.8
-3.6961529930809967,0.00018779880721541518,10000,67,3,33,-2.7666666666666666
-3.6812513527284847,0.00020859437424567169,10001,68,3,33,-2.7333333333333334
-3.665586872462321,0.00023244889090930914,10002,69,3,33,-2.7
-3.649080965751527,0.0002606936234303639,10003,70,3,33,-2.666666666666666
-3.631621547305143,0.0002942293921631341,10004,71,3,33,-2.6333333333333333
-3.6131023461336036,0.00033406984039957793,10005,72,3,33,-2.6
-3.5934247422887227,0.00038145380857317805,10006,73,3,33,-2.5666666666666664
-3.5724838275946524,0.00043793123957899745,10007,74,3,33,-2.533333333333333
-3.55016459830905,0.0005054635757453609,10008,75,3,33,-2.5
-3.5263600738154843,0.0005864695019688477,10009,76,3,33,-2.466666666666667
-3.5009748052231955,0.0006839399063254554,10010,77,3,33,-2.433333333333333
-3.473903884356336,0.0008016723359488958,10011,78,3,33,-2.4
-3.4450308961851412,0.0009445177816044493,10012,79,3,33,-2.3666666666666667
-3.414246050180037,0.0011186068789215933,10013,80,3,33,-2.333333333333333
-3.381458118650827,0.0013316250941967094,10014,81,3,33,-2.3
-3.3465621934216654,0.0015934650508856198,10015,82,3,33,-2.2666666666666666
-3.309441498318506,0.0019168977330102615,10016,83,3,33,-2.233333333333333
-3.269981332612348,0.0023183803765695083,10017,84,3,33,-2.2
-3.2280957399567036,0.0028188241778112928,10018,85,3,33,-2.1666666666666665
-3.183679812175723,0.00344546717484241,10019,86,3,33,-2.133333333333333
-3.136628896715888,0.004228962046145522,10020,87,3,33,-2.0999999999999996
-3.086985613637818,0.0051897376806887534,10021,88,3,33,-2.066666666666667
-3.0349441509208908,0.00636354335862957,10022,89,3,33,-2.033333333333333
-2.980675843326516,0.007794379873233005,10023,90,3,33,-1.9999999999999998
-2.924351417197045,0.009532891829333215,10024,91,3,33,-1.9666666666666668
-2.8661213635333382,0.011637989051037743,10025,92,3,33,-1.9333333333333336
-2.806182893128345,0.014174472830010238,10026,93,3,33,-1.8999999999999997
-2.7447073407434783,0.017214472398864422,10027,94,3,33,-1.8666666666666667
-2.6818729715340033,0.020835131080968232,10028,95,3,33,-1.8333333333333335
-2.6178243977860682,0.02512023688574184,10029,96,3,33,-1.7999999999999996
-2.5527571701944227,0.030152947005344505,10030,97,3,33,-1.7666666666666666
-2.486842623520474,0.03601599259612437,10031,98,3,33,-1.7333333333333334
-2.420264846651351,0.042784641257252246,10032,99,3,33,-1.6999999999999997
-2.353166003320601,0.05052833574407409,10033,100,3,33,-1.6666666666666665
-2.285738269043712,0.05929651912927743,10034,101,3,33,-1.6333333333333333
-2.218152978582093,0.06911761005709663,10035,102,3,33,-1.6
-2.150598329473682,0.0799874727896615,10036,103,3,33,-1.5666666666666664
-2.0832174670615276,0.09187408814884036,10037,104,3,33,-1.5333333333333332
-2.0161935340261934,0.10473419673737278,10038,105,3,33,-1.5
-1.9496224121680348,0.11867283203215619,10039,106,3,33,-1.4666666666666663
-1.8835496327649703,0.13368933520660442,10040,107,3,33,-1.4333333333333333
-1.8179715639974914,0.14974911363984797,10041,108,3,33,-1.4
-1.7529239499274585,0.1667887593977262,10042,109,3,33,-1.3666666666666663
-1.6884314001251497,0.1847253771638659,10043,110,3,33,-1.3333333333333333
-1.6245357127379756,0.2034492559918848,10044,111,3,33,-1.3000000000000003
-1.561235684703764,0.22284222812190643,10045,112,3,33,-1.2666666666666662
-1.498565185065547,0.24275859894522817,10046,113,3,33,-1.2333333333333332
-1.4365488233935986,0.263037281989927,10047,114,3,33,-1.2000000000000002
-1.3752275977521442,0.28349662535984,10048,115,3,33,-1.1666666666666667
-1.314603226525715,0.3039554688810605,10049,116,3,33,-1.133333333333333
-1.2547074573938262,0.32421755238631667,10050,117,3,33,-1.1
-1.1955648999267527,0.34408306940605593,10051,118,3,33,-1.0666666666666669
-1.1372155057608464,0.3633462224025724,10052,119,3,33,-1.033333333333333
-1.079664407416712,0.3818142706844076,10053,120,3,33,-0.9999999999999999
-1.0229409848656645,0.39929847633514437,10054,121,3,33,-0.9666666666666668
-0.9670698476779764,0.4156202129970294,10055,122,3,33,-0.9333333333333331
-0.9120895629384018,0.43061608860905926,10056,123,3,33,-0.9
-0.8580059638020084,0.4441859046962993,10057,124,3,33,-0.8666666666666669
-0.8048389457363301,0.45622396808800875,10058,125,3,33,-0.8333333333333328
-0.7526060431720631,0.46663337626968054,10059,126,3,33,-0.7999999999999997
-0.7013372997632454,0.4753363471145966,10060,127,3,33,-0.7666666666666666
-0.6510385609962972,0.48227696716370416,10061,128,3,33,-0.733333333333333
-0.6017269937606543,0.4874272703023299,10062,129,3,33,-0.6999999999999998
-0.5534201324870128,0.4907761458806621,10063,130,3,33,-0.6666666666666667
-0.5061355116060655,0.49233263418498285,10064,131,3,33,-0.6333333333333336
-0.4599157338617118,0.49211903908108523,10065,132,3,33,-0.5999999999999995
-0.41474292071670504,0.4901864533739515,10066,133,3,33,-0.5666666666666664
-0.37064540399428914,0.4865951567406038,10067,134,3,33,-0.5333333333333333
-0.32764071812515644,0.481418688552573,10068,135,3,33,-0.49999999999999967
-0.2857705199189485,0.4747388235053418,10069,136,3,33,-0.46666666666666656
-0.24501976412517645,0.46665049391388846,10070,137,3,33,-0.43333333333333346
-0.20541489521458536,0.4572554741825251,10071,138,3,33,-0.3999999999999998
-0.1669734476178697,0.4466582431995308,10072,139,3,33,-0.3666666666666667
-0.12973595668869603,0.4349652903879943,10073,140,3,33,-0.33333333333333315
