data_seed,data_type,ntrain,mcmc_strategy,apply_jitter,igprior
29,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
29,mixture,500,iwls-nuts,FALSE,"1,0.005"
29,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
29,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
29,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
29,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
29,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
29,ptm,250,iwls-nuts,FALSE,"1,0.005"
29,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
29,ptm,500,iwls-nuts,FALSE,"1,0.005"
29,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
30,gaussian,250,iwls-nuts,FALSE,"1,0.005"
30,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
30,gaussian,500,iwls-nuts,FALSE,"1,0.005"
30,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
30,mixture,250,iwls-nuts,FALSE,"1,0.005"
30,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
30,mixture,500,iwls-nuts,FALSE,"1,0.005"
30,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
30,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
30,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
30,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
30,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
30,ptm,250,iwls-nuts,FALSE,"1,0.005"
30,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
30,ptm,500,iwls-nuts,FALSE,"1,0.005"
30,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
31,gaussian,250,iwls-nuts,FALSE,"1,0.005"
31,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
31,gaussian,500,iwls-nuts,FALSE,"1,0.005"
31,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
31,mixture,250,iwls-nuts,FALSE,"1,0.005"
31,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
31,mixture,500,iwls-nuts,FALSE,"1,0.005"
31,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
31,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
31,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
31,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
31,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
31,ptm,250,iwls-nuts,FALSE,"1,0.005"
31,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
31,ptm,500,iwls-nuts,FALSE,"1,0.005"
31,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
32,gaussian,250,iwls-nuts,FALSE,"1,0.005"
32,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
32,gaussian,500,iwls-nuts,FALSE,"1,0.005"
32,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
32,mixture,250,iwls-nuts,FALSE,"1,0.005"
32,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
32,mixture,500,iwls-nuts,FALSE,"1,0.005"
32,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
32,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
32,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
32,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
32,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
32,ptm,250,iwls-nuts,FALSE,"1,0.005"
32,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
32,ptm,500,iwls-nuts,FALSE,"1,0.005"
32,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
33,gaussian,250,iwls-nuts,FALSE,"1,0.005"
33,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
33,gaussian,500,iwls-nuts,FALSE,"1,0.005"
33,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
33,mixture,250,iwls-nuts,FALSE,"1,0.005"
33,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
33,mixture,500,iwls-nuts,FALSE,"1,0.005"
33,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
33,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
33,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
33,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
33,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
33,ptm,250,iwls-nuts,FALSE,"1,0.005"
33,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
33,ptm,500,iwls-nuts,FALSE,"1,0.005"
33,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
34,gaussian,250,iwls-nuts,FALSE,"1,0.005"
34,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
34,gaussian,500,iwls-nuts,FALSE,"1,0.005"
34,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
34,mixture,250,iwls-nuts,FALSE,"1,0.005"
34,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
34,mixture,500,iwls-nuts,FALSE,"1,0.005"
34,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
34,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
34,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
34,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
34,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
34,ptm,250,iwls-nuts,FALSE,"1,0.005"
34,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
34,ptm,500,iwls-nuts,FALSE,"1,0.005"
34,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
35,gaussian,250,iwls-nuts,FALSE,"1,0.005"
35,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
35,gaussian,500,iwls-nuts,FALSE,"1,0.005"
35,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
35,mixture,250,iwls-nuts,FALSE,"1,0.005"
35,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
35,mixture,500,iwls-nuts,FALSE,"1,0.005"
35,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
35,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
35,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
35,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
35,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
35,ptm,250,iwls-nuts,FALSE,"1,0.005"
35,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
35,ptm,500,iwls-nuts,FALSE,"1,0.005"
35,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
36,gaussian,250,iwls-nuts,FALSE,"1,0.005"
36,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
36,gaussian,500,iwls-nuts,FALSE,"1,0.005"
36,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
36,mixture,250,iwls-nuts,FALSE,"1,0.005"
36,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
36,mixture,500,iwls-nuts,FALSE,"1,0.005"
36,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
36,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
36,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
36,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
36,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
36,ptm,250,iwls-nuts,FALSE,"1,0.005"
36,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
36,ptm,500,iwls-nuts,FALSE,"1,0.005"
36,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
37,gaussian,250,iwls-nuts,FALSE,"1,0.005"
37,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
37,gaussian,500,iwls-nuts,FALSE,"1,0.005"
37,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
37,mixture,250,iwls-nuts,FALSE,"1,0.005"
37,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
37,mixture,500,iwls-nuts,FALSE,"1,0.005"
37,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
37,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
37,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
37,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
37,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
37,ptm,250,iwls-nuts,FALSE,"1,0.005"
37,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
37,ptm,500,iwls-nuts,FALSE,"1,0.005"
37,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
38,gaussian,250,iwls-nuts,FALSE,"1,0.005"
38,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
38,gaussian,500,iwls-nuts,FALSE,"1,0.005"
38,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
38,mixture,250,iwls-nuts,FALSE,"1,0.005"
38,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
38,mixture,500,iwls-nuts,FALSE,"1,0.005"
38,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
38,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
38,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
38,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
38,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
38,ptm,250,iwls-nuts,FALSE,"1,0.005"
38,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
38,ptm,500,iwls-nuts,FALSE,"1,0.005"
38,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
39,gaussian,250,iwls-nuts,FALSE,"1,0.005"
39,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
39,gaussian,500,iwls-nuts,FALSE,"1,0.005"
39,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
39,mixture,250,iwls-nuts,FALSE,"1,0.005"
39,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
39,mixture,500,iwls-nuts,FALSE,"1,0.005"
39,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
39,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
39,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
39,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
39,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
39,ptm,250,iwls-nuts,FALSE,"1,0.005"
39,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
39,ptm,500,iwls-nuts,FALSE,"1,0.005"
39,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
40,gaussian,250,iwls-nuts,FALSE,"1,0.005"
40,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
40,gaussian,500,iwls-nuts,FALSE,"1,0.005"
40,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
40,mixture,250,iwls-nuts,FALSE,"1,0.005"
40,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
40,mixture,500,iwls-nuts,FALSE,"1,0.005"
40,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
40,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
40,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
40,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
40,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
40,ptm,250,iwls-nuts,FALSE,"1,0.005"
40,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
40,ptm,500,iwls-nuts,FALSE,"1,0.005"
40,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
41,gaussian,250,iwls-nuts,FALSE,"1,0.005"
41,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
41,gaussian,500,iwls-nuts,FALSE,"1,0.005"
41,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
41,mixture,250,iwls-nuts,FALSE,"1,0.005"
41,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
41,mixture,500,iwls-nuts,FALSE,"1,0.005"
41,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
41,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
41,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
41,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
41,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
41,ptm,250,iwls-nuts,FALSE,"1,0.005"
41,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
41,ptm,500,iwls-nuts,FALSE,"1,0.005"
41,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
42,gaussian,250,iwls-nuts,FALSE,"1,0.005"
42,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
42,gaussian,500,iwls-nuts,FALSE,"1,0.005"
42,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
42,mixture,250,iwls-nuts,FALSE,"1,0.005"
42,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
42,mixture,500,iwls-nuts,FALSE,"1,0.005"
42,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
42,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
42,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
42,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
42,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
42,ptm,250,iwls-nuts,FALSE,"1,0.005"
42,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
42,ptm,500,iwls-nuts,FALSE,"1,0.005"
42,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
43,gaussian,250,iwls-nuts,FALSE,"1,0.005"
43,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
43,gaussian,500,iwls-nuts,FALSE,"1,0.005"
43,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
43,mixture,250,iwls-nuts,FALSE,"1,0.005"
43,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
43,mixture,500,iwls-nuts,FALSE,"1,0.005"
43,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
43,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
43,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
43,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
43,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
43,ptm,250,iwls-nuts,FALSE,"1,0.005"
43,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
43,ptm,500,iwls-nuts,FALSE,"1,0.005"
43,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
44,gaussian,250,iwls-nuts,FALSE,"1,0.005"
44,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
44,gaussian,500,iwls-nuts,FALSE,"1,0.005"
44,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
44,mixture,250,iwls-nuts,FALSE,"1,0.005"
44,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
44,mixture,500,iwls-nuts,FALSE,"1,0.005"
44,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
44,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
44,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
44,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
44,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
44,ptm,250,iwls-nuts,FALSE,"1,0.005"
44,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
44,ptm,500,iwls-nuts,FALSE,"1,0.005"
44,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
45,gaussian,250,iwls-nuts,FALSE,"1,0.005"
45,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
45,gaussian,500,iwls-nuts,FALSE,"1,0.005"
45,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
45,mixture,250,iwls-nuts,FALSE,"1,0.005"
45,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
45,mixture,500,iwls-nuts,FALSE,"1,0.005"
45,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
45,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
45,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
45,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
45,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
45,ptm,250,iwls-nuts,FALSE,"1,0.005"
45,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
45,ptm,500,iwls-nuts,FALSE,"1,0.005"
45,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
46,gaussian,250,iwls-nuts,FALSE,"1,0.005"
46,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
46,gaussian,500,iwls-nuts,FALSE,"1,0.005"
46,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
46,mixture,250,iwls-nuts,FALSE,"1,0.005"
46,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
46,mixture,500,iwls-nuts,FALSE,"1,0.005"
46,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
46,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
46,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
46,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
46,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
46,ptm,250,iwls-nuts,FALSE,"1,0.005"
46,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
46,ptm,500,iwls-nuts,FALSE,"1,0.005"
46,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
47,gaussian,250,iwls-nuts,FALSE,"1,0.005"
47,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
47,gaussian,500,iwls-nuts,FALSE,"1,0.005"
47,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
47,mixture,250,iwls-nuts,FALSE,"1,0.005"
47,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
47,mixture,500,iwls-nuts,FALSE,"1,0.005"
47,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
47,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
47,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
47,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
47,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
47,ptm,250,iwls-nuts,FALSE,"1,0.005"
47,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
47,ptm,500,iwls-nuts,FALSE,"1,0.005"
47,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
48,gaussian,250,iwls-nuts,FALSE,"1,0.005"
48,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
48,gaussian,500,iwls-nuts,FALSE,"1,0.005"
48,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
48,mixture,250,iwls-nuts,FALSE,"1,0.005"
48,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
48,mixture,500,iwls-nuts,FALSE,"1,0.005"
48,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
48,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
48,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
48,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
48,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
48,ptm,250,iwls-nuts,FALSE,"1,0.005"
48,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
48,ptm,500,iwls-nuts,FALSE,"1,0.005"
48,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
49,gaussian,250,iwls-nuts,FALSE,"1,0.005"
49,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
49,gaussian,500,iwls-nuts,FALSE,"1,0.005"
49,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
49,mixture,250,iwls-nuts,FALSE,"1,0.005"
49,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
49,mixture,500,iwls-nuts,FALSE,"1,0.005"
49,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
49,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
49,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
49,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
49,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
49,ptm,250,iwls-nuts,FALSE,"1,0.005"
49,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
49,ptm,500,iwls-nuts,FALSE,"1,0.005"
49,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
50,gaussian,250,iwls-nuts,FALSE,"1,0.005"
50,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
50,gaussian,500,iwls-nuts,FALSE,"1,0.005"
50,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
50,mixture,250,iwls-nuts,FALSE,"1,0.005"
50,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
50,mixture,500,iwls-nuts,FALSE,"1,0.005"
50,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
50,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
50,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
50,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
50,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
50,ptm,250,iwls-nuts,FALSE,"1,0.005"
50,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
50,ptm,500,iwls-nuts,FALSE,"1,0.005"
50,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
51,gaussian,250,iwls-nuts,FALSE,"1,0.005"
51,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
51,gaussian,500,iwls-nuts,FALSE,"1,0.005"
51,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
51,mixture,250,iwls-nuts,FALSE,"1,0.005"
51,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
51,mixture,500,iwls-nuts,FALSE,"1,0.005"
51,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
51,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
51,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
51,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
51,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
51,ptm,250,iwls-nuts,FALSE,"1,0.005"
51,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
51,ptm,500,iwls-nuts,FALSE,"1,0.005"
51,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
52,gaussian,250,iwls-nuts,FALSE,"1,0.005"
52,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
52,gaussian,500,iwls-nuts,FALSE,"1,0.005"
52,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
52,mixture,250,iwls-nuts,FALSE,"1,0.005"
52,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
52,mixture,500,iwls-nuts,FALSE,"1,0.005"
52,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
52,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
52,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
52,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
52,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
52,ptm,250,iwls-nuts,FALSE,"1,0.005"
52,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
52,ptm,500,iwls-nuts,FALSE,"1,0.005"
52,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
53,gaussian,250,iwls-nuts,FALSE,"1,0.005"
53,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
53,gaussian,500,iwls-nuts,FALSE,"1,0.005"
53,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
53,mixture,250,iwls-nuts,FALSE,"1,0.005"
53,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
53,mixture,500,iwls-nuts,FALSE,"1,0.005"
53,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
53,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
53,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
53,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
53,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
53,ptm,250,iwls-nuts,FALSE,"1,0.005"
53,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
53,ptm,500,iwls-nuts,FALSE,"1,0.005"
53,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
54,gaussian,250,iwls-nuts,FALSE,"1,0.005"
54,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
54,gaussian,500,iwls-nuts,FALSE,"1,0.005"
54,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
54,mixture,250,iwls-nuts,FALSE,"1,0.005"
54,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
54,mixture,500,iwls-nuts,FALSE,"1,0.005"
54,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
54,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
54,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
54,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
54,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
54,ptm,250,iwls-nuts,FALSE,"1,0.005"
54,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
54,ptm,500,iwls-nuts,FALSE,"1,0.005"
54,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
55,gaussian,250,iwls-nuts,FALSE,"1,0.005"
55,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
55,gaussian,500,iwls-nuts,FALSE,"1,0.005"
55,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
55,mixture,250,iwls-nuts,FALSE,"1,0.005"
55,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
55,mixture,500,iwls-nuts,FALSE,"1,0.005"
55,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
55,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
55,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
55,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
55,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
55,ptm,250,iwls-nuts,FALSE,"1,0.005"
55,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
55,ptm,500,iwls-nuts,FALSE,"1,0.005"
55,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
56,gaussian,250,iwls-nuts,FALSE,"1,0.005"
56,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
56,gaussian,500,iwls-nuts,FALSE,"1,0.005"
56,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
56,mixture,250,iwls-nuts,FALSE,"1,0.005"
56,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
56,mixture,500,iwls-nuts,FALSE,"1,0.005"
56,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
56,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
56,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
56,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
56,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
56,ptm,250,iwls-nuts,FALSE,"1,0.005"
56,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
56,ptm,500,iwls-nuts,FALSE,"1,0.005"
56,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
57,gaussian,250,iwls-nuts,FALSE,"1,0.005"
57,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
57,gaussian,500,iwls-nuts,FALSE,"1,0.005"
57,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
57,mixture,250,iwls-nuts,FALSE,"1,0.005"
57,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
57,mixture,500,iwls-nuts,FALSE,"1,0.005"
57,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
57,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
57,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
57,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
