variable,var_fqn,var_index,sample_size,mean,var,sd,rhat,ess_bulk,ess_tail,mcse_mean,mcse_sd,q_0.05,q_0.5,q_0.95,hdi_low,hdi_high,r,pdf_gaussian,model,job,run,fold,a,b,nparam,trafo_target_slope
pdf,pdf[123],"(123,)",40000,0.20593716169365792,5.613402335004472e-5,0.00749226423386446,1.0001273678441758,37456.24387438947,34620.59861566332,3.8688104225724974e-5,3.163866595432491e-5,0.19376144436199977,0.20582786554327984,0.21850662746616037,0.19372542821153516,0.2184418425107054,0.9277108433734932,0.2594315929716523,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[124],"(124,)",40000,0.19744007777613257,6.355494524138712e-5,0.00797213555086635,1.0001288966989097,35133.902991526855,34672.12491643182,4.249941577752672e-5,3.4178402156996354e-5,0.18452970435068475,0.1972897506804905,0.21081862596324025,0.18412882427219096,0.2104109236277072,0.9759036144578306,0.24780021307356573,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[125],"(125,)",40000,0.18843480381259975,6.652192422223663e-5,0.00815609736468592,1.000116106359517,34209.155694987414,34144.57700059228,4.407064131580228e-5,3.526528259285936e-5,0.17523422764047517,0.1883250065508252,0.20217981330553475,0.17492681318443482,0.20178449866699752,1.024096385542168,0.2361412299366011,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[126],"(126,)",40000,0.17904746812835945,6.386282484058743e-5,0.00799142195360671,1.0001105467179805,34176.82960835609,33538.03804470343,4.321596177011376e-5,3.457738327879683e-5,0.16614493047967127,0.17894507333512943,0.19253724851847603,0.16602453002677692,0.192373609179609,1.0722891566265056,0.22450876386978116,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[127],"(127,)",40000,0.1694002525390294,5.6654467709424714e-5,0.00752691621511922,1.0000944450201517,34821.8333196682,34924.495450896255,4.032742541877577e-5,3.2360031037058254e-5,0.15724445778193458,0.16929514489593414,0.1820913299155544,0.15702303237018414,0.1818380496768675,1.1204819277108429,0.2129541504102031,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[128],"(128,)",40000,0.15960860017563824,4.713935460114266e-5,0.00686581055674729,1.000157594158379,35997.78140705132,34771.981636897304,3.6198911974791835e-5,2.9189252478283317e-5,0.1485209668899123,0.1594897850960461,0.17109467353124805,0.1482438651864228,0.1707762297107774,1.16867469879518,0.20152561312864856,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[129],"(129,)",40000,0.14977879542448205,3.7895617486940475e-5,0.00615594164096285,1.000175401873007,37610.82609541627,34725.02355951706,3.176692033977579e-5,2.60896875087055e-5,0.1398254753141815,0.14969728548845726,0.15999687348974703,0.13960928482818663,0.15976034436539266,1.2168674698795172,0.19026798804501585,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[130],"(130,)",40000,0.1400060057243771,3.12715939969889e-5,0.005592101036014,1.000228603756856,38461.15064353851,34282.26277106203,2.8537584564086947e-5,2.3562921227009148e-5,0.13093915056619349,0.13994463649679692,0.1493155929251154,0.1309725196588358,0.1493406997679838,1.2650602409638545,0.1792225007317807,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[131],"(131,)",40000,0.13037283557806476,2.9064684559441063e-5,0.00539116727244119,1.0002735063969683,36428.5331523073,34608.59909184507,2.824463174748689e-5,2.303319610374352e-5,0.12161789879725336,0.13029722053911086,0.1393376017605344,0.1215491493987864,0.13925448545386976,1.313253012048192,0.16842659629560305,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[132],"(132,)",40000,0.1210127910683918,3.17337584322602e-5,0.00563327244434886,1.0002056786246316,32378.554987829935,33369.459594643704,3.133062401337281e-5,2.4480756836691855e-5,0.11184700755196736,0.12090461671829436,0.13044727831601358,0.11155602782826513,0.13007459325793402,1.3614457831325293,0.15791382158326664,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[133],"(133,)",40000,0.11222246568565548,3.5089033781806456e-5,0.00592359973173462,1.0001575633057307,30182.012673740846,31512.52570768354,3.40703772523952e-5,2.6045643557923975e-5,0.10259147248896835,0.1121145989470798,0.12214132036932208,0.10220288064062394,0.12168842963096194,1.4096385542168666,0.14771375817304697,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[134],"(134,)",40000,0.10401148989906536,3.629073620858857e-5,0.00602417929751336,1.00014174898258,29234.50020104717,31225.28688055336,3.519973644827905e-5,2.65128745630468e-5,0.09420380019449544,0.10389498987740146,0.11407417566462184,0.09385949055299496,0.11371489533055608,1.457831325301204,0.1378520039988926,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[135],"(135,)",40000,0.09635415753730651,3.4707889839748725e-5,0.00589134024138385,1.0001264884599586,29170.804677042415,31348.47313722444,3.4463484863248704e-5,2.5859157921368468e-5,0.08677160135006813,0.096246329681744,0.1062270901537824,0.08695311291633771,0.10636744999697392,1.5060240963855414,0.12835020082267,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[136],"(136,)",40000,0.08922496544062937,3.08616772121213e-5,0.00555532872223789,1.0001362259150008,29837.44620111855,31271.96782397872,3.214069600285442e-5,2.4343974082599168e-5,0.08020572287296417,0.08915262660010612,0.09849561553617354,0.08026039480619808,0.098542513405876,1.5542168674698789,0.11922610422693376,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[137],"(137,)",40000,0.08259822469180939,2.5804463796553028e-5,0.00507980942521991,1.0002117606834746,31320.511957689676,31869.83985635952,2.869475223378616e-5,2.2227169763137784e-5,0.07431017789153052,0.08254899038081685,0.09105865383710698,0.07413131117176397,0.09086155765122696,1.602409638554216,0.11049369235252174,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[138],"(138,)",40000,0.07644775913945318,2.071822505123507e-5,0.00455172769959221,1.0001755567392618,33850.790763127945,33198.03590514024,2.474077168710015e-5,1.9818271605306865e-5,0.06904481514332439,0.07641949843877333,0.08405579023330041,0.06918631600865988,0.08417935361078907,1.6506024096385534,0.10216330925454647,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[139],"(139,)",40000,0.07074669793522989,1.6676236134908354e-5,0.00408365475216849,1.0001845011758108,37383.888624259525,34401.07287869263,2.112382664957623e-5,1.7615533746978096e-5,0.06414292618215002,0.07070555934425213,0.07752763001263804,0.06412522010086322,0.07750979319327789,1.6987951807228905,0.09424183849753176,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[140],"(140,)",40000,0.06546735924387842,1.452067523178768e-5,0.00381060037681566,1.000070232756059,39790.69431662798,34172.441691521846,1.911691175911343e-5,1.6333473367481732e-5,0.05934848067569582,0.06539474492647482,0.07187467369295857,0.05923536315372067,0.07172836269738697,1.7469879518072278,0.08673290245374515,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[141],"(141,)",40000,0.06058588218850128,1.472249835324817e-5,0.00383699079400096,1.000048439682986,37471.00234172494,33687.82514781313,1.982526503821959e-5,1.6759539128390443e-5,0.05447719346745886,0.06046378799727794,0.06708485455812592,0.05432894489541088,0.06691665873379854,1.7951807228915655,0.07963708270443924,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[142],"(142,)",40000,0.0561186982613422,1.5891029980759758e-5,0.00398635547596545,1.0000362852612146,34039.80960139646,32370.183959228107,2.158649514197159e-5,1.7831874758993915e-5,0.0498192585874137,0.05596779785819854,0.06293027580743789,0.04949210801973892,0.06257130639180045,1.8433734939759028,0.07295215696615882,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[143],"(143,)",40000,0.05204147021424775,1.6480410418206478e-5,0.00405960717535656,1.0000531651773168,31433.838584783072,29767.02783175386,2.2888674850968227e-5,1.8344153394613173e-5,0.04562396108817851,0.05188287438720257,0.0589519628075832,0.045378540967454,0.05866730326656257,1.89156626506024,0.06667334806643534,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[144],"(144,)",40000,0.04831952740310521,1.6018941171359277e-5,0.00400236694611567,1.0000602113247654,29436.28027864004,29485.35731807816,2.3313161454407307e-5,1.805357275448824e-5,0.0419715824476747,0.0481678092818271,0.05512753843955895,0.041786028401801,0.05486070521169338,1.939759036144578,0.06079358066676885,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[145],"(145,)",40000,0.04492203050020241,1.4605104914030165e-5,0.00382166258505773,1.0000774498475469,27948.773815709796,30164.812646212,2.283704792446953e-5,1.7063718813471083e-5,0.03885276195211158,0.04478376089439627,0.05141563176515,0.0384359332365161,0.05092854560230296,1.9879518072289144,0.0553037416665674,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[146],"(146,)",40000,0.04182104870101433,1.2619876916450796e-5,0.0035524466099367,1.0000923709162797,26750.730491966893,30353.10265815641,2.169771091995423e-5,1.5601855060691924e-5,0.03615165552278944,0.04172097055588528,0.04779757163681578,0.03611733923957115,0.04774668354493688,2.036144578313253,0.05019294050982495,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[147],"(147,)",40000,0.03899079715316998,1.0541361168765154e-5,0.0032467462433589,1.000103088514421,25724.00531118128,32149.233514765456,2.0219992534320924e-5,1.398273213124696e-5,0.03381193069041561,0.0389083491302639,0.0444865151009317,0.03353177505113016,0.04416559623420404,2.084337349397589,0.04544876594659444,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[148],"(148,)",40000,0.03640702234208728,8.831324294136852e-6,0.00297175441349665,1.0001071877882457,24651.987860335394,32827.18533402886,1.8888456061663145e-5,1.2578072403587871e-5,0.03164003024071452,0.03632888827641968,0.04145302911776524,0.03141935400604488,0.04119285070272218,2.1325301204819267,0.04105753616349198,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[149],"(149,)",40000,0.03404652224432024,7.870880992357971e-6,0.00280550904335701,1.0001021341707257,23962.64497208321,31418.519827784185,1.80733055974049e-5,1.185031445439665e-5,0.02955511090745573,0.03396593333527183,0.03879695971427428,0.02941576792445514,0.03863930158614866,2.1807228915662646,0.03700453958153454,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[150],"(150,)",40000,0.03188657822176185,7.92095406756052e-6,0.00281441895736234,1.0000889386823186,23899.37588150379,28793.502024179397,1.8114275427772992e-5,1.2102511712955389e-5,0.02741105505381799,0.03178417668561057,0.03669468238052661,0.02719155410529508,0.03643002595941438,2.2289156626506013,0.03327426401591316,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[151],"(151,)",40000,0.02989522944480253,8.491009014970455e-6,0.00291393359824318,1.0000763610859082,24791.027887048964,28076.872396329785,1.8404655858444033e-5,1.2849861580381148e-5,0.02531831616953915,0.02977080876226789,0.03491031558672998,0.02512145404486074,0.03466938627556909,2.2771084337349388,0.02985061229185684,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[152],"(152,)",40000,0.02805037556650813,8.763434211225141e-6,0.00296030981676329,1.0000706065228129,26542.1014181722,27417.96323958108,1.8036421604443422e-5,1.3262979485934922e-5,0.02338911024023278,0.02792795566070433,0.03313535437880511,0.02319170501887428,0.03288535063034543,2.325301204819276,0.02671710280530807,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[153],"(153,)",40000,0.02634001730846465,8.503381488791506e-6,0.00291605581030122,1.000073186066276,27867.00242682324,27405.984397963304,1.729346045961421e-5,1.3131474765350951e-5,0.02174277521895987,0.02622947995277694,0.03134380404516343,0.02154922318660503,0.031115454019829,2.3734939759036133,0.02385705389938676,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[154],"(154,)",40000,0.02475397990043285,7.769147946324453e-6,0.00278731913248634,1.0000816802539831,29581.052354396885,27809.385567957608,1.6045327994574317e-5,1.2493712900870271e-5,0.02033814544692985,0.02466529389477647,0.02952042132412745,0.02009613321118717,0.02925703846102963,2.421686746987951,0.02125375129124061,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[155],"(155,)",40000,0.02328313620933021,6.7628963958525275e-6,0.00260055693955208,1.0000989132396585,31709.254803597774,29064.22812828868,1.4489411547767315e-5,1.1496236756490668e-5,0.01913189382958545,0.02321227942089707,0.02771361831661563,0.01896125116718145,0.02751102728656711,2.469879518072288,0.01889059812357172,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[156],"(156,)",40000,0.0219188060434707,5.732304684515118e-6,0.00239422319020493,1.000124067592705,33686.65323682625,30096.04276500284,1.2973877447920584e-5,1.0357196363833023e-5,0.01807907607940925,0.02186508327463511,0.02598070003973824,0.01793595213902215,0.02580462755997112,2.518072289156626,0.01675124752667972,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[157],"(157,)",40000,0.02065231321238036,4.909493000041561e-6,0.00221573757472349,1.0001547468752872,34040.711601185496,32438.799778049397,1.1957608329538428e-5,9.385963731667444e-6,0.01710845299027495,0.02059383522527499,0.02439457763734979,0.01702960934273501,0.02430547309973472,2.5662650602409625,0.01481971785710897,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[158],"(158,)",40000,0.01947468292324718,4.476451148136426e-6,0.00211576254530994,1.000182299113507,31273.424869470055,32303.35041358511,1.1901196366235989e-5,8.913233953147663e-6,0.01611869880850803,0.01941007173701713,0.02307416873843537,0.01599827630846798,0.02294054787625624,2.6144578313253004,0.01308049102579125,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[159],"(159,)",40000,0.0183764633492846,4.548802279106028e-6,0.00213279213218401,1.0001875603112702,25764.45838991352,29725.04694980064,1.3152468147025417e-5,9.17761079245176e-6,0.01502372377894428,0.01828844296558918,0.02203810125383651,0.01494808073018821,0.02193665250118442,2.662650602409638,0.01151859454076737,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[160],"(160,)",40000,0.0174512203013452,4.956296557103362e-6,0.00222627414239652,1.000173682189596,21743.85933854392,25500.44588104647,1.4886979224397152e-5,9.864883690023411e-6,0.01397009735841167,0.01734991020776831,0.02128307991991587,0.01376725222452697,0.02104917959022075,2.7108433734939745,0.01011966806685534,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[161],"(161,)",40000,0.01679609778741929,5.21304748084827e-6,0.00228320990731213,1.000153466597082,19734.607074052863,23878.19815794705,1.6042742214174232e-5,1.026955550293406e-5,0.01322937652150302,0.01668887919027122,0.02071043827492787,0.01314235479980732,0.02059748381719632,2.7590361445783125,0.00887001544752092,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[162],"(162,)",40000,0.01635098322607241,5.198963166447374e-6,0.00228012349806921,1.000131183169405,18630.031916863743,23850.496738399877,1.6529882613183674e-5,1.0246681168241797e-5,0.01277519320494007,0.01625808483599302,0.02023678690366568,0.01269161790854121,0.02011969390213948,2.807228915662649,0.0077566432438903,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[163],"(163,)",40000,0.01605882056226438,4.977368188606911e-6,0.00223100161107223,1.0001056407776798,18080.579898457072,25098.466244200645,1.6469380493683487e-05,9.9146591108059e-6,0.01253871082700277,0.01596834912735538,0.01986045000348955,0.01238312942098848,0.01968774458033285,2.855421686746987,0.00676728692410178,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[164],"(164,)",40000,0.01586471149740155,4.6946460300910605e-6,0.00216671318593187,1.0000791607459636,17963.476125296733,26639.661512216153,1.609217018102406e-5,9.512227725153769e-6,0.01245484925552247,0.01578609660859495,0.01955201100038732,0.01231183118723956,0.01939932112365284,2.9036144578313245,0.00589042588527667,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[165],"(165,)",40000,0.01571494664935242,4.503262572629675e-6,0.00212208919997008,1.0000537466170332,18417.44206673814,27181.09865197448,1.559301154987124e-5,9.307561136039807e-6,0.01238525538479434,0.01563793276421408,0.01934185286788185,0.01224104214156824,0.01916135558704385,2.951807228915661,0.00511528851290178,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[166],"(166,)",40000,0.01555706542129138,4.50301787598063e-6,0.00212203154453005,1.000034741289591,19473.055245821983,28077.60032040384,1.516306533488166e-5,9.434758620393548e-6,0.01226369692020818,0.01546316644610832,0.01920594073974292,0.01203851286098757,0.01893951027554136,2.999999999999999,0.00443184848122632,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[167],"(167,)",40000,0.01534094229528221,4.70488164294549e-6,0.0021690739136658,1.0000241589165122,21010.266830958895,28549.21791393639,1.4894544206954848e-5,9.839949055530771e-6,0.01198391385290918,0.01521543273852212,0.01909875599849281,0.01178281297569382,0.01881516969749912,3.048192771084336,0.00383081347639851,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[168],"(168,)",40000,0.01502084256853457,5.024821781491698e-6,0.0022416114251787,1.000020323450478,22733.53990801463,28112.431762062668,1.4771170283147955e-5,1.037686697616596e-5,0.01160662270074207,0.01488084345186393,0.01892720416183837,0.01133857136860434,0.0185951565818418,3.0963855421686737,0.00330360748458392,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[169],"(169,)",40000,0.01453955169428134,5.176608389248763e-6,0.00227521611923983,1.0000167990422448,24685.63746880473,28909.788140104272,1.438910940434146e-5,1.0661367393948704e-5,0.01107810488312877,0.01438386393657455,0.01850756589808574,0.01082211694350382,0.01818915813507293,3.144578313253011,0.00284234773328211,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[170],"(170,)",40000,0.0138386213557219,4.7694059086946325e-6,0.00218389695468779,1.0000078424775662,27673.142040666942,30306.11498012207,1.308064068372228e-5,1.0185367445300117e-5,0.01052605650829004,0.01369065464544075,0.01766593590301776,0.01027483892407532,0.01735074990060562,3.192771084337348,0.00243981730846322,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[171],"(171,)",40000,0.01294602179114953,4.090440677919912e-6,0.00202248378928482,1.0000444736640186,31549.116814728222,31462.896781591044,1.1395606675408964e-5,9.306496589761743e-6,0.00984774931862123,0.01281204606384885,0.01648339396765089,0.00955100414101549,0.01612439472564139,3.2409638554216857,0.00208943439580929,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[172],"(172,)",40000,0.01190038029960513,3.465631975918474e-6,0.00186162079272833,1.0000925963214025,33538.70029152731,32315.847841798928,1.0222155856830408e-5,8.539002091645419e-6,0.00903476720214939,0.01179180501926738,0.01515199890987229,0.0087365039628342,0.01479462038541545,3.2891566265060224,0.00178521901389946,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[173],"(173,)",40000,0.01074302896161983,3.0582448379065024e-6,0.0017487838168014,1.0001150521587716,31803.072045679062,31377.628722256766,9.846135598316552e-6,7.998450646091035e-6,0.00804764848687204,0.01064091632437179,0.01382220217312175,0.00778843130544377,0.01349706375416248,3.3373493975903603,0.00152175802302402,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[174],"(174,)",40000,0.00951565453337908,2.848252621668899e-6,0.00168767669346616,1.0001259093407455,26975.368627266496,29984.70680055423,1.02913347565359e-5,7.659753573393913e-6,0.00694205077130337,0.00940928966309482,0.01249608439084319,0.00677605935218265,0.01225576328714638,3.385542168674698,0.00129416910759899,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[175],"(175,)",40000,0.00825884411314471,2.705631557219458e-6,0.00164488040818153,1.0000312855200242,22774.710884994096,27679.375787731184,1.0861347244477956e-5,7.5223705849778125e-6,0.00579976749856284,0.00812306157645956,0.01116819580122301,0.00554152347774947,0.01084872867517161,3.433734939759035,0.0010980643447548,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[176],"(176,)",40000,0.00701122690221432,2.491319637738128e-6,0.00157839147163754,1.0000242106073145,20123.466987442895,26815.56045381367,1.1047025671360966e-5,7.487000174328411e-6,0.00469423397013282,0.00685372410395274,0.00983038101131723,0.00450466652090364,0.00956987197183401,3.4819277108433724,9.2951388819342e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[177],"(177,)",40000,0.00580882548218631,2.133450451337555e-6,0.00146063357873819,1.0000390168337745,18544.742663924564,26483.989073833323,1.062908229845862e-5,7.306338074308128e-6,0.00370666215646484,0.00564394779529383,0.00844706287145218,0.00351395583464609,0.00815094940490747,3.5301204819277094,7.8501021617313e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[178],"(178,)",40000,0.00467341975642336,1.633657901415395e-6,0.00127814627543775,1.0000496799303544,17639.528976773247,24921.154286881312,9.534350120535436e-6,6.703027390389828e-6,0.00285635805045866,0.00451660583459682,0.00698127463036111,0.00268480382135982,0.00671376630787968,3.578313253012047,6.6143331655267e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[179],"(179,)",40000,0.00359914372854468,1.0419532562880583e-6,0.00102076111617168,1.0000563854575844,17181.771849818586,24392.536913731223,7.714503537083865e-6,5.483342356926201e-6,0.00214943397647174,0.00347294205823299,0.00545321753242933,0.00194876780784857,0.00515946367787642,3.626506024096385,5.5601711101846e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[180],"(180,)",40000,0.0026625138742219,5.640492769258142e-7,7.5103214107374e-4,1.0000614988706844,16944.419983749005,24269.786396628988,5.717451057336599e-6,4.043717181273278e-6,0.00158838953769464,0.00257447151281995,0.00402242904319385,0.00146446334216346,0.00383295141704079,3.6746987951807215,4.6631735550918e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[181],"(181,)",40000,0.00190446141207115,2.6585397483056634e-7,5.1561029356536e-4,1.0000658675229583,16834.308132263493,24224.454103955333,3.94061870020503e-6,2.735149847495848e-6,0.00115858928279509,0.00184979003173742,0.00283281922932507,0.00108025398975583,0.00271411953167741,3.722891566265059,3.9018119481138e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[182],"(182,)",40000,0.00132571626012147,1.111885306169553e-7,3.3344944237013e-4,1.0000700373818665,16826.03221540198,24032.10657313468,2.5517747080580662e-6,1.7213062086609733e-6,8.3347114003503e-4,0.00129574686095809,0.00191933643957783,7.797433999037e-4,0.00184587762107753,3.771084337349396,3.2571849651052e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[183],"(183,)",40000,9.0380442855414e-4,4.186974676708878e-8,2.046209832033e-4,1.0000749526896542,16912.404180056168,23760.366380127387,1.5637634543096324e-6,1.0210800169593283e-6,5.9470817688452e-4,8.889310242158e-4,0.00126416531925648,5.6512238387833e-4,0.00122700568298015,3.8192771084337336,2.7127504296576e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[184],"(184,)",40000,6.0706517632618e-4,1.4355473966630036e-8,1.1981433122389e-4,1.0000817093147456,17129.985235593533,23321.804942142557,9.11139141063202e-7,5.777052100236756e-7,4.2173100800838e-4,6.0070497227911e-4,8.1480539669183e-4,4.0654319585293e-4,7.9733164525257e-4,3.867469879518071,2.2540761961763e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[185],"(185,)",40000,4.038159502521e-4,4.521657927960053e-9,6.72432742209959e-5,1.0000912169133458,17561.485362934734,23315.423312469436,5.058204386256122e-7,3.160343897676236e-7,2.9742732370834e-4,4.0174130420741e-4,5.1765296905822e-4,2.9625376790795e-4,5.1609811118913e-4,3.915662650602408,1.8686100350959e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[186],"(186,)",40000,2.6699098697787e-4,1.325433360853335e-9,3.6406501628875784e-5,1.0001094862481028,18457.054863314523,23426.39144750696,2.677377643628958e-7,1.6978860118938134e-7,2.078641742739e-4,2.6668764485925e-4,3.2659113218435e-4,2.077511892851e-4,3.2644494771102e-4,3.9638554216867457,1.5454682708984e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[187],"(187,)",40000,1.8083464997062e-4,3.767311868196143e-10,1.940956431297762e-5,1.0001354781124,19769.307236315075,24758.461886941623,1.3848869066453586e-7,9.17954557706972e-8,1.4870424762225e-4,1.8109990465158e-4,2.1205639492968e-4,1.4911658907261e-4,2.1235956072496e-4,4.012048192771083,1.2752426877705e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[188],"(188,)",40000,1.3361607794215e-4,8.985260712308267e-11,9.479061510670913e-6,1.0001354781124,19769.307236315075,24758.461886941623,6.822757456060874e-8,4.792729531746864e-8,1.1729345900891e-4,1.3415930337971e-4,1.4811825616814e-4,1.1837105995543e-4,1.4899694043934e-4,4.060240963855421,1.0498250299289e-4,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[189],"(189,)",40000,9.889328994678452e-5,1.2424656321461882e-11,3.5248625961109293e-6,1.0001354781124,19769.307236315075,24758.461886941623,2.5727156549597817e-8,2.2808779172532665e-8,9.24134200788326e-5,9.94208156071421e-5,1.0361379039405e-4,9.360447013563412e-5,1.0430032786063e-4,4.108433734939758,8.622482792743633e-5,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[190],"(190,)",40000,7.333065276252808e-5,3.361154426820833e-13,5.797546400694722e-7,0.9999755760412186,26203.714102511964,28763.65797062524,3.731629841310226e-9,7.981592813608397e-9,7.220736815838044e-5,7.354810279686597e-5,7.372875369327104e-5,7.267089085737033e-5,7.373036490894934e-5,4.156626506024095,7.065437873812312e-5,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[191],"(191,)",40000,5.448597501887732e-5,3.6437299127256206e-12,1.908855655288168e-6,1.0001352161205743,19812.309836718337,24823.32247581793,1.3148757504577041e-8,9.18219956656456e-9,5.102737855511853e-5,5.471356627562799e-5,5.7190604445389736e-5,5.1901714353181185e-5,5.776373378559907e-5,4.204819277108433,5.776132671841596e-5,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
pdf,pdf[192],"(192,)",40000,4.0571895017226505e-5,7.526641729905795e-12,2.743472567733418e-6,1.0001354781124,19769.307236315133,24758.461886941623,1.9364819385607964e-8,1.2199473249246505e-8,3.5955704483554524e-5,4.065095782956012e-5,4.493172461133536e-5,3.6200080199270746e-5,4.5149967156427195e-5,4.253012048192771,4.7111460745710915e-5,ptm-44-id,001h-ptm,20250905-174943,-1,-4,4,20,identity
